node_id,node_name,features
312,Node_312,"[0.038363861355701134, 0.8707971723381132, 0.5127498997939296, 0.3982502348634128, 0.4971672807176857, 0.6674155305338311, 0.01276542651789736, 0.8715518564582477]"
313,Node_313,"[0.4467395253113928, 0.3429665197000782, 0.1382455656340571, 0.43946537435844213, 0.49632277128437885, 0.4036466944934778, 0.6786600938268971, 0.420896528759226]"
314,Node_314,"[0.9614175778465733, 0.5992775178235918, 0.807477935651909, 0.10935590310947885, 0.3972912929459057, 0.3368477014471527, 0.5694823881365918, 0.8611135200614256]"
315,Node_315,"[0.07833821776200667, 0.07257479804471079, 0.8503177081575989, 0.21285008603835742, 0.6687532544498137, 0.5428781323608052, 0.8328935948872295, 0.12508890983640353]"
316,Node_316,"[0.12978296572261128, 0.5568183602783076, 0.9463786533583709, 0.41499775837075425, 0.32694210025469495, 0.6066893231978858, 0.9304486005450311, 0.8369278328446237]"
317,Node_317,"[0.9954836107332199, 0.02256858320237709, 0.11285814471276223, 0.609467763366622, 0.8205764393338497, 0.28524434230676654, 0.23921108803421876, 0.7869757993812009]"
318,Node_318,"[0.05638185385323158, 0.3693826475825851, 0.5058092225923297, 0.5603486743503234, 0.7286151567927769, 0.35484572343065823, 0.6126843446746072, 0.5853754227909563]"
319,Node_319,"[0.5476161006537471, 0.6404832931422122, 0.2594491710680763, 0.08464875358462898, 0.11927167203974343, 0.22458238265390107, 0.5001979355227852, 0.8404427505460201]"
320,Node_320,"[0.7012933420883841, 0.7890406042020471, 0.3509756239260914, 0.40465374164855017, 0.3936818859906128, 0.19187318440450152, 0.06121665814357202, 0.5909160928272268]"
321,Node_321,"[0.9892166834205861, 0.16682970495026284, 0.046684819899273755, 0.779531681823933, 0.2525860066847242, 0.8296438053529284, 0.7039366670345154, 0.9456735370508046]"
322,Node_322,"[0.408927235756672, 0.6619698394506341, 0.4648547808132707, 0.6305886973085435, 0.44959890600773733, 0.18863224642407483, 0.5078974160033809, 0.5285842014374423]"
323,Node_323,"[0.8106038482601611, 0.7355207057935812, 0.6637916239414441, 0.11338709555257254, 0.720616290663715, 0.5003051563545148, 0.8940995361061592, 0.9198709341305428]"
324,Node_324,"[0.05515659060178546, 0.8206415603544788, 0.03769739042267062, 0.36716962569502265, 0.5422999756210791, 0.14810079862712744, 0.7463138125690768, 0.008354704172138572]"
325,Node_325,"[0.16859904843403684, 0.5807968298534757, 0.7143875620372924, 0.9166431026939161, 0.7054966519346239, 0.671779270254866, 0.3943411463506643, 0.0012844255268014138]"
326,Node_326,"[0.12015925873562194, 0.5345545447560391, 0.6751298858444197, 0.4174482838964625, 0.7306790115283902, 0.5218622953321788, 0.07417619559431221, 0.19201625096794883]"
327,Node_327,"[0.8399982232439429, 0.7249127466244395, 0.894761987012495, 0.11755724912093657, 0.9902225346150739, 0.2094067139499336, 0.01177987628664201, 0.9974229390535542]"
328,Node_328,"[0.28107388544511314, 0.6680194525125599, 0.1766823141763052, 0.5802285321991417, 0.9040349864545593, 0.3201811674284386, 0.6702539760443592, 0.1879035887984165]"
329,Node_329,"[0.6247953987187252, 0.33645035181751015, 0.21120825858795167, 0.31318205070363514, 0.17884106850779935, 0.9019161078378828, 0.39718688631712884, 0.24527930497436734]"
330,Node_330,"[0.4484078410159329, 0.32053616680649555, 0.744419253813326, 0.9712199118854944, 0.4380336566976468, 0.8610333999722404, 0.5658630735596195, 0.15723566509423348]"
331,Node_331,"[0.6906227420813416, 0.5134344971258201, 0.6506065232521034, 0.889687412571665, 0.4404345706560461, 0.9011776232173556, 0.7506690142816549, 0.48860492587798476]"
332,Node_332,"[0.6032221356579637, 0.32558113251901144, 0.9835972997387742, 0.667351163050396, 0.043846852496629896, 0.32662190574800876, 0.6233144337590575, 0.0563332777992398]"
333,Node_333,"[0.023884191319142767, 0.45002423952780257, 0.33269017969267, 0.4382986080331659, 0.26269330988000517, 0.1647177469429809, 0.6891433569803377, 0.5145711162678005]"
334,Node_334,"[0.20015421124936683, 0.3195894262599983, 0.5918079076633259, 0.07222934827247784, 0.14745300926617955, 0.07324560410739012, 0.8123173327141189, 0.7524092332120093]"
335,Node_335,"[0.7533129318792571, 0.716325343476028, 0.6693854236698692, 0.476991915378175, 0.642278163507115, 0.03836155478797465, 0.6214644226567846, 0.7778777055368772]"
336,Node_336,"[0.5003583603843902, 0.35751332842723693, 0.2774267348009791, 0.6428020501620825, 0.6928011986299087, 0.8709675998625426, 0.34233408246099073, 0.7697723073855856]"
337,Node_337,"[0.5613558241893379, 0.8828364906780791, 0.5278121082956208, 0.5176298283979672, 0.5778770814409091, 0.7493153551424344, 0.9646904788284609, 0.07356335421576565]"
338,Node_338,"[0.05343460239101716, 0.9375503374073385, 0.5298756255182061, 0.6149030145669361, 0.48242360159472886, 0.09365745260747449, 0.7680893784186665, 0.7472246450885869]"
339,Node_339,"[0.311703321492812, 0.3062392452284004, 0.8378413809055185, 0.07235725774132662, 0.8811051483565658, 0.2566616898959144, 0.5929847477554939, 0.9359941790017777]"
340,Node_340,"[0.6781225015366464, 0.4144298124670366, 0.6895342089054152, 0.3439796363163702, 0.27725841634918613, 0.9966832779346797, 0.7507902311797877, 0.6447199773818176]"
341,Node_341,"[0.3552896432193188, 0.04916082915504816, 0.03105687603515561, 0.5541812554487988, 0.7620327210390511, 0.5373791904438551, 0.8407850719391146, 0.03342653309322163]"
342,Node_342,"[0.3667520764259401, 0.23707039117417805, 0.44727296815712203, 0.07237639319412248, 0.9541316415710726, 0.22325540106936093, 0.9223077754835848, 0.4258931550366818]"
343,Node_343,"[0.985524133255218, 0.5540583834602107, 0.9308328641758075, 0.005348988694222845, 0.7482388061809001, 0.9030506531025154, 0.13972056697895407, 0.09612585173215149]"
344,Node_344,"[0.4245726071859556, 0.9336789061329351, 0.5423865601904387, 0.5274564637217322, 0.14112611829932187, 0.0007895110932187865, 0.8101400907454612, 0.08757456298623822]"
345,Node_345,"[0.633849818735324, 0.9146164545151915, 0.208651913158431, 0.6652728362369108, 0.07869857670750946, 0.603755143837613, 0.16393172095320274, 0.735953560515178]"
346,Node_346,"[0.3012312947939082, 0.46339100880464623, 0.5994305420276217, 0.17127341066623958, 0.7416378186176209, 0.30264034063681455, 0.6623718599127535, 0.15828305069937365]"
347,Node_347,"[0.6881176592063503, 0.12818807281046174, 0.4253564962699836, 0.24720607373887682, 0.7483752494281826, 0.26203500450687456, 0.8817173063953962, 0.8918202114066128]"
348,Node_348,"[0.19644131522278585, 0.6138459450077243, 0.08771764171996432, 0.3915370996016292, 0.7133217295012723, 0.6594232468499163, 0.624700669406608, 0.2825408636624436]"
349,Node_349,"[0.378024949434402, 0.10294614470028618, 0.719022820433601, 0.5038887967912735, 0.7087656323456546, 0.24894352479687276, 0.3244382286350662, 0.33421533726011465]"
350,Node_350,"[0.0257424097472162, 0.34104787283062354, 0.8033045735180335, 0.8972984957497385, 0.5182183156359275, 0.45550169521922024, 0.030824618699370254, 0.8792043375853826]"
351,Node_351,"[0.013010213425872719, 0.9447500802102118, 0.48921624868809066, 0.3419344935747266, 0.9242184348426601, 0.024390993110096737, 0.5814248948690871, 0.5489325244993376]"
352,Node_352,"[0.21932040121138208, 0.42888743135021057, 0.6522640059437702, 0.7271311968819275, 0.0007168587065797816, 0.9368534300910153, 0.1645253723928124, 0.2335804342223592]"
353,Node_353,"[0.26347344569384823, 0.03782013655203531, 0.12305212359032491, 0.986349922944162, 0.31521673737728606, 0.11530109033904934, 0.10699126117462332, 0.7194599676699719]"
354,Node_354,"[0.8545686640326409, 0.2569522995084699, 0.02090951233523497, 0.2230900184453558, 0.056515690796757334, 0.10339493663004151, 0.43150811984764237, 0.22991837086163258]"
355,Node_355,"[0.5159458785254234, 0.25349375325719037, 0.9405373011029476, 0.9059439679262645, 0.566806105010466, 0.35442399198738617, 0.38114688203473557, 0.41185228314449696]"
356,Node_356,"[0.727579322134944, 0.4516389955188379, 0.8567299465058974, 0.9440947859303646, 0.33594615337893385, 0.5606944813756801, 0.09505653683256443, 0.200469047766359]"
357,Node_357,"[0.4134657667101601, 0.20620271590177885, 0.8765604907887176, 0.15828625605909807, 0.45566082155309195, 0.6056992404598757, 0.6918639081608444, 0.38306936972650674]"
358,Node_358,"[0.8690990687247285, 0.5683191510779255, 0.4395077804475518, 0.06724063405203662, 0.464689468445165, 0.8207358408157303, 0.6145410182213155, 0.8321624537291183]"
359,Node_359,"[0.4940116705993056, 0.11846170509448184, 0.01363984583588107, 0.3032195467185912, 0.6979904714977925, 0.7902599039416938, 0.2957528346203294, 0.4956539208832471]"
360,Node_360,"[0.4211189044340816, 0.41052278435142786, 0.2313487132001505, 0.13637110502945837, 0.19668855823121312, 0.0553323871633461, 0.19813074182357704, 0.009200897625379456]"
361,Node_361,"[0.6272584006359783, 0.3163754073876829, 0.9731447114269086, 0.19371705077629786, 0.3458285703095939, 0.3578411586415332, 0.00845149606246054, 0.8392079530394589]"
362,Node_362,"[0.03199446014432472, 0.9401798347292414, 0.8920743510936207, 0.5355219160859636, 0.5435955749112921, 0.6537779229561563, 0.387050011934887, 0.6472222833978555]"
363,Node_363,"[0.04476838868848687, 0.05404762734972657, 0.45723041961954436, 0.5496223011060349, 0.887817640335819, 0.10466063390789626, 0.8226479271938894, 0.2100473372920696]"
364,Node_364,"[0.39408364851003186, 0.3166024348274129, 0.400155272865399, 0.15049549807258555, 0.503570074403555, 0.8016425898313673, 0.44153401037889695, 0.4906135758981991]"
365,Node_365,"[0.8487675852813142, 0.7060581146380308, 0.4904544085197847, 0.25769564818917967, 0.8849267468449666, 0.5770204016905583, 0.2211476101106934, 0.26911975263801036]"
366,Node_366,"[0.8031330889362459, 0.04414556208745546, 0.9920921870288201, 0.13035167971479178, 0.7960685253969374, 0.39477531677168287, 0.49221618328746686, 0.8806505774645779]"
367,Node_367,"[0.41291118958921325, 0.5374937536732345, 0.04929966240916994, 0.0023474738674531537, 0.2447998730017259, 0.6805830929187673, 0.1212648933591367, 0.11376195880454942]"
368,Node_368,"[0.4109606080359033, 0.6478370386082265, 0.7120719922479305, 0.17845067409837478, 0.07958814737204245, 0.9403970339455442, 0.26066638256210173, 0.8533464976087238]"
369,Node_369,"[0.8634914504628183, 0.7725225917625445, 0.16883360665257008, 0.8218014592542003, 0.7692505592415867, 0.5967229901062171, 0.33720203516895275, 0.2625086042665441]"
370,Node_370,"[0.12188921208035897, 0.5097570669008714, 0.5852608755098465, 0.3593389905157872, 0.47535906768086855, 0.3635144573692667, 0.6410060573207013, 0.9012592077965633]"
371,Node_371,"[0.16392026204694488, 0.3814088099031234, 0.14086860395086132, 0.624943770407832, 0.7288705094885958, 0.9319127325974559, 0.2788719262609649, 0.9502112058654302]"
372,Node_372,"[0.0632626718206748, 0.6030138633645882, 0.057132719343329974, 0.8937741877619448, 0.5298090570700541, 0.6693483507627961, 0.8315739259104525, 0.15031062248396876]"
373,Node_373,"[0.038591561938133845, 0.8788811459128522, 0.3149332274589325, 0.12897890792716526, 0.46846123708708653, 0.5983060756960188, 0.030970603422510123, 0.2748956582570877]"
374,Node_374,"[0.03279987427689601, 0.42033538919549895, 0.8951000290662443, 0.9826524114935692, 0.6370475535036275, 0.1616376937845918, 0.9058493899993058, 0.5162478232000605]"
375,Node_375,"[0.1537493121029181, 0.9217266694516614, 0.757469050723103, 0.7317052727231516, 0.7091807037944047, 0.20033982109644233, 0.21100669170752606, 0.688292998427255]"
376,Node_376,"[0.21972275011039688, 0.43867169680304885, 0.7820018255939414, 0.783952518097841, 0.45326177252585964, 0.7921899382752451, 0.8386217961980568, 0.6547757512842602]"
377,Node_377,"[0.22842585230842016, 0.2740117803855475, 0.31484115540873536, 0.116804107733952, 0.2731596203699451, 0.20951922431253212, 0.45532874980860216, 0.9084375478722649]"
378,Node_378,"[0.10448031675395808, 0.7202679239473956, 0.6872830044131277, 0.09575419866335766, 0.9225724049058001, 0.5684722021568196, 0.36372552113568424, 0.7565385834953067]"
379,Node_379,"[0.25736545840163405, 0.6935098370463204, 0.03971120757224722, 0.839408037609272, 0.4481708470213185, 0.6366929143579417, 0.22123781980668367, 0.677073712658448]"
380,Node_380,"[0.7722402758932766, 0.47321318688439873, 0.6177269240617943, 0.45632592382239856, 0.8940913692578455, 0.49786918051431917, 0.8418087090288189, 0.8013520582702486]"
381,Node_381,"[0.41050482134835653, 0.23008449185747504, 0.406082132559771, 0.8262173757752201, 0.22763253581939236, 0.5244363458577493, 0.8060967479607475, 0.3534774751283788]"
382,Node_382,"[0.6422096370026974, 0.24563157404881453, 0.10927944536815992, 0.7943842250928563, 0.09896862340870682, 0.2713813950795846, 0.8551094219974401, 0.3464692870786672]"
383,Node_383,"[0.9730453495141611, 0.9797343347738597, 0.2682760204535567, 0.04097822224989045, 0.7050632842053791, 0.4509865026483437, 0.10075284395957629, 0.7075228189780428]"
384,Node_384,"[0.031174909111921223, 0.8701966904922421, 0.13865252911330372, 0.127311878746725, 0.17567229796858452, 0.9602663584920665, 0.693169360253846, 0.8013715354636367]"
385,Node_385,"[0.397634985732753, 0.33631272750495556, 0.23448400678316994, 0.48064802831240894, 0.5518287335341685, 0.6317748436527554, 0.2571185039986945, 0.9486540809029906]"
386,Node_386,"[0.16975849820713584, 0.9656531747664123, 0.014856122507503788, 0.4811256918168456, 0.3333678381165628, 0.4491234139302508, 0.570664578980789, 0.43558915801270903]"
387,Node_387,"[0.41484685030159496, 0.7327234154133065, 0.6858762750864646, 0.8332712820358479, 0.24995898123949556, 0.6095285097540636, 0.5851947853928539, 0.36973781087268875]"
388,Node_388,"[0.4860575419026809, 0.31378214330572873, 0.1418443976169852, 0.21380121066273283, 0.10551364640120109, 0.6830695751901241, 0.6607273931091515, 0.9506063715798728]"
389,Node_389,"[0.7296784136472413, 0.052045838756131446, 0.8842451739289542, 0.8626751629457258, 0.4433203207726987, 0.5858630505279215, 0.9760783324725189, 0.5323043638481663]"
390,Node_390,"[0.9053218283760898, 0.08303875781018644, 0.19105186870868285, 0.4407549434413178, 0.5847568083373047, 0.8162278518628002, 0.9882621151431868, 0.38885149647411643]"
391,Node_391,"[0.04741563614008493, 0.8011715032953248, 0.6043807190828081, 0.19854285886820167, 0.49482845662142017, 0.7423102455337244, 0.7704117870686438, 0.499618411998762]"
392,Node_392,"[0.30521453012885913, 0.9737425820384935, 0.6633626109564928, 0.4082375193462987, 0.2804632242046524, 0.7311029830035621, 0.2421834455937677, 0.17170998897368817]"
393,Node_393,"[0.5298338889620703, 0.28998739264414186, 0.628905144923615, 0.11793867487423348, 0.6549411045673216, 0.2832965279977022, 0.00024293443451273156, 0.12693605767417637]"
394,Node_394,"[0.9336153778350941, 0.8673546391153578, 0.23360903203623684, 0.7783719045454912, 0.6085715931739742, 0.9709047114498695, 0.3736056595340591, 0.6814606125171713]"
395,Node_395,"[0.06353572242391858, 0.39624734681640594, 0.9638176611881805, 0.5389808744501206, 0.2878795033348446, 0.12027096312860686, 0.7035283401815304, 0.6448560434297268]"
396,Node_396,"[0.3739387136037746, 0.9509413518658343, 0.022202812987850318, 0.3037238516318258, 0.9210694862995814, 0.3209354383194404, 0.2522528338551704, 0.5342204099312473]"
397,Node_397,"[0.8238017499205379, 0.10314676087836105, 0.9430207096457361, 0.795072881181164, 0.18125025555155194, 0.7120079611981627, 0.38495872263755715, 0.4022946780763187]"
398,Node_398,"[0.7832900924388664, 0.9627848079807322, 0.12665587284719393, 0.4206302368788194, 0.48094160808430353, 0.3763118169549976, 0.363189123716225, 0.05226866756159654]"
399,Node_399,"[0.6855386205626233, 0.4362144171200454, 0.19479380264392676, 0.8160335023020684, 0.8025607481516279, 0.4863916280888938, 0.29845066114776053, 0.6380927257964524]"
400,Node_400,"[0.28815213577740306, 0.23600793032371203, 0.7305146540263266, 0.0403252397209507, 0.09476847103459396, 0.006788174023589777, 0.15294318647542615, 0.06899000871045946]"
401,Node_401,"[0.9958023677799186, 0.2888099699540896, 0.14926801266924727, 0.24099625799591795, 0.9361255715401346, 0.5201602230243957, 0.3648180963078569, 0.8733914579092193]"
402,Node_402,"[0.39499027054903246, 0.3350085699576958, 0.20728252254973556, 0.3777968239094115, 0.316684356016926, 0.677303959298141, 0.2895827046707271, 0.5771997464225614]"
403,Node_403,"[0.0658921650319727, 0.19128915669651436, 0.40740527161134876, 0.9369492539086954, 0.3772519857156954, 0.6640741211998341, 0.25508722242139814, 0.12703357597323173]"
404,Node_404,"[0.05853660008005013, 0.30541349854275135, 0.15766102679690797, 0.1740104480161242, 0.76075930838695, 0.015838070944874216, 0.5578101257354344, 0.3794613805934648]"
405,Node_405,"[0.5065499999085472, 0.5628302372146029, 0.3133676944572782, 0.2951088601842853, 0.7334018493349057, 0.8712769881211572, 0.19258163245852788, 0.09761876053514895]"
406,Node_406,"[0.8977958063920259, 0.34989546364739865, 0.5513173906628142, 0.35954314452000347, 0.1258023363460513, 0.589331644947728, 0.5251408517696297, 0.20299355919119721]"
407,Node_407,"[0.45186904465227784, 0.7969475040156458, 0.5904261031078913, 0.09691732706699485, 0.5480214972291351, 0.7027382992895869, 0.7927034057807514, 0.6291175786342668]"
408,Node_408,"[0.15265816454078374, 0.7101732665901607, 0.6773418460815164, 0.02442688294063322, 0.41174766759024317, 0.3329502469623733, 0.6694120642536434, 0.21613581231092072]"
409,Node_409,"[0.5908719229742585, 0.9132059618141724, 0.7978023722086077, 0.9214577362165304, 0.97850596693269, 0.010670127006162766, 0.6227412763774776, 0.41283939775890643]"
410,Node_410,"[0.8598544903351217, 0.2518147020091317, 0.9810294891150761, 0.6137079695437473, 0.793537402228831, 0.08559955282276832, 0.18345788475886504, 0.7584036730342032]"
411,Node_411,"[0.02198652203932361, 0.8168779858937828, 0.013949018691911452, 0.6571188390612733, 0.36509392023180587, 0.6114948527191991, 0.6960314069891137, 0.3424752191863042]"
412,Node_412,"[0.10796244811083555, 0.06964586774826564, 0.5889360225625478, 0.5206553537341115, 0.7422010091211325, 0.5097355100039371, 0.4224457900308791, 0.39808717823623085]"
413,Node_413,"[0.026446902597667465, 0.33555720169665715, 0.9760201575244942, 0.8735555762270888, 0.3293780670342177, 0.5877954050663722, 0.847296745535494, 0.44127433675006866]"
414,Node_414,"[0.01795786375015096, 0.07451046181864007, 0.5103927213487066, 0.9694393756758783, 0.6932095422188678, 0.07091619143856953, 0.18936087579186278, 0.77132314321685]"
415,Node_415,"[0.8414397599562448, 0.6176945861885909, 0.6444231696298166, 0.028337450383384644, 0.8285302595815085, 0.7882752081708296, 0.25903514410334716, 0.708676719965507]"
416,Node_416,"[0.2148546064249981, 0.04033016105151299, 0.20113654259037728, 0.1786288767542995, 0.33774799673484723, 0.4184494971754581, 0.5085388914977079, 0.47675387550832815]"
417,Node_417,"[0.27067460596528936, 0.029170668574074465, 0.6051016222371507, 0.3957448298473544, 0.2986721573875497, 0.8669410428305123, 0.7467433077981598, 0.8577655483724422]"
418,Node_418,"[0.494982794712461, 0.13093125212677748, 0.6962214361212724, 0.20607377993717524, 0.4412296690917168, 0.0650007889488885, 0.8253084024229824, 0.12594064104750058]"
419,Node_419,"[0.9030975070493097, 0.8642306022615571, 0.46458276443924607, 0.7443682043039906, 0.6194450738181533, 0.8030756423377449, 0.43180510078591205, 0.78580848424435]"
420,Node_420,"[0.46245681706514796, 0.9409657878427938, 0.4863721008251476, 0.46261927193372954, 0.7850718615635127, 0.821577691760838, 0.5544891143211708, 0.1797978134950754]"
421,Node_421,"[0.4677582309575795, 0.9680725029096784, 0.7529861930391851, 0.8111626038791322, 0.03282549881924013, 0.4678594626341599, 0.6466211336575554, 0.8300326836280747]"
422,Node_422,"[0.04927365358277147, 0.8524388856418731, 0.5484009367419117, 0.19731397057605993, 0.3172552164497, 0.28192955175156076, 0.5308590342884758, 0.05168567991113182]"
423,Node_423,"[0.15853615849992353, 0.8126930433757824, 0.13260399074681106, 0.23339626945812697, 0.4533706056041573, 0.5171208881133305, 0.7636104796141586, 0.4473324266661878]"
424,Node_424,"[0.7898646210355388, 0.6183463070454575, 0.11309973942382245, 0.15633143839283858, 0.4370337254497708, 0.3968893930890396, 0.7435442696372946, 0.5807371397973519]"
425,Node_425,"[0.3881330810022493, 0.17076028345038563, 0.22683710232549514, 0.575501018469059, 0.42343880489979246, 0.5149275088606721, 0.17067743530223367, 0.6629062523445658]"
426,Node_426,"[0.852538740855967, 0.2579395067869006, 0.4915142258318266, 0.9755273290209018, 0.33324174055072764, 0.5950463449237612, 0.09019570020024437, 0.6060150024794432]"
427,Node_427,"[0.08963177330461791, 0.959235435323822, 0.7156626520723114, 0.7881597881357064, 0.7041043607716369, 0.5897290360764658, 0.44991278108550536, 0.8583733797610624]"
428,Node_428,"[0.956835667543063, 0.4990361729040813, 0.931535049155262, 0.5833329099885175, 0.5383841868964332, 0.4544827329553567, 0.20928776153011985, 0.0037196608180591895]"
429,Node_429,"[0.24150622685606127, 0.5097231716035652, 0.37995995225975254, 0.4484852280026338, 0.9806482195640496, 0.3502723706693276, 0.4521829393601079, 0.13351555135281956]"
430,Node_430,"[0.04795773243698764, 0.7754095145924946, 0.5706831750719786, 0.760704806043895, 0.14986279888655163, 0.5718287711826909, 0.25364247434137555, 0.22806181690001992]"
431,Node_431,"[0.011526014052985256, 0.1303407235690719, 0.30926811149969535, 0.11687876059093905, 0.9858584404109375, 0.30863264852395067, 0.13032394670232816, 0.19908231282795774]"
432,Node_432,"[0.5877032283414765, 0.06404352386478851, 0.8624341301411569, 0.9614996792371473, 0.24674742066738087, 0.45009526859085935, 0.02213445102949707, 0.6407102247272215]"
433,Node_433,"[0.41392605805258886, 0.2700584661015557, 0.20683711061660848, 0.6540230776587604, 0.41621703103231444, 0.17965928902991202, 0.689109081486824, 0.5650722830366937]"
434,Node_434,"[0.8586720549294962, 0.1174758988764929, 0.7856666019444561, 0.673516786817259, 0.11501093682809782, 0.6948207298717207, 0.4415472888798304, 0.9449847855558431]"
435,Node_435,"[0.1416113506178993, 0.642833390815738, 0.38198004546294595, 0.9568146705908778, 0.32997489529027646, 0.9621859094918002, 0.9014858511007491, 0.27038323531065633]"
436,Node_436,"[0.8035417768264277, 0.995604201803506, 0.25266300217128235, 0.43677716932331967, 0.5201807365667597, 0.2949311358038643, 0.01526483964602976, 0.22012924419752666]"
437,Node_437,"[0.28193688434175845, 0.44359970131818716, 0.17110247841340187, 0.8732543566916726, 0.7049111327313361, 0.08520047755966198, 0.6500924511399314, 0.6536564764056204]"
438,Node_438,"[0.9562211736436277, 0.0030208713561612477, 0.2479324498058072, 0.9277914793753155, 0.932133915398283, 0.7205864193706374, 0.76576332104754, 0.09148295792964711]"
439,Node_439,"[0.5138758347782336, 0.2315829912889994, 0.18121804361361726, 0.8103032991233325, 0.13503813668054743, 0.46865163699638523, 0.938578239586033, 0.18583205556534255]"
440,Node_440,"[0.9779934237382346, 0.994287985761059, 0.5556171546824029, 0.17014274017715791, 0.31610488794089564, 0.42449283267653515, 0.30932422435822293, 0.2806355798765158]"
441,Node_441,"[0.9722297092163575, 0.15336482741574564, 0.7333279087168623, 0.00041028943917487126, 0.5961826694023769, 0.9159430039540524, 0.287934094093219, 0.1855259752577192]"
442,Node_442,"[0.651679794878427, 0.7126014072983932, 0.6880305189519813, 0.31931688002137404, 0.2522024021593309, 0.9559187999620442, 0.9232995082699295, 0.4573166098928203]"
443,Node_443,"[0.8461938661543734, 0.45232347763429603, 0.4243890180725104, 0.15676294759929466, 0.42640605649197283, 0.537416938599807, 0.022504327428686466, 0.4441130051754064]"
444,Node_444,"[0.7813562183952003, 0.6800460563742698, 0.635156988863935, 0.9095554284372025, 0.01803200982523001, 0.5570475861922342, 0.7873488484097071, 0.5413353827012672]"
445,Node_445,"[0.32389555258037916, 0.13625056509197786, 0.8875630718161913, 0.470762392387603, 0.8781151969857014, 0.5858521224331683, 0.6741921166150008, 0.80426115437845]"
446,Node_446,"[0.6591555446001344, 0.3980548406789377, 0.513633383928651, 0.8030455246758799, 0.3736502963729842, 0.3881214567684971, 0.09569011605800115, 0.9145844352217477]"
447,Node_447,"[0.09103631494544173, 0.6482091774485559, 0.4131944788027977, 0.40561939025544236, 0.6795518365726839, 0.06709373262987872, 0.5937057829514346, 0.7720317859723548]"
448,Node_448,"[0.8282127578865942, 0.1705303893937753, 0.8974190500781737, 0.6561460918474422, 0.8818548008206828, 0.48528071711019827, 0.542033345097202, 0.9190382770286711]"
449,Node_449,"[0.8999095433546718, 0.448160873369002, 0.27441263163568175, 0.39317043456426415, 0.38776432852974974, 0.28686687498279395, 0.26857960433296657, 0.8610629364797194]"
450,Node_450,"[0.06986192068466168, 0.6776111820995941, 0.1728200514564523, 0.34450589339406323, 0.06154303413483686, 0.26997363685546205, 0.7684210711172421, 0.8850153245472586]"
451,Node_451,"[0.22152715190236705, 0.46354783925892185, 0.4703240479372064, 0.8735753057597342, 0.7627990528758054, 0.5130772183680499, 0.6707472004717734, 0.8473550539093668]"
452,Node_452,"[0.009538954025544943, 0.4028900310500486, 0.9072431672770787, 0.7403130308439514, 0.5428413743340746, 0.5296445270351334, 0.3477700976044378, 0.5205205336415145]"
453,Node_453,"[0.6553831994634532, 0.4183630384287931, 0.714153146392174, 0.8612322272603858, 0.15468484818486117, 0.4515470228174244, 0.4080200912850811, 0.6874648040497281]"
454,Node_454,"[0.24986746525792936, 0.6402509149522763, 0.877489241731488, 0.4181315997936227, 0.91101569997922, 0.9931637389334784, 0.10609204994795207, 0.23305318798485863]"
455,Node_455,"[0.9503797514820932, 0.9583276864813868, 0.0977072753867585, 0.014998500377136681, 0.16110002325642225, 0.9960127833822483, 0.17999961661068686, 0.5025476067220231]"
456,Node_456,"[0.848417726430511, 0.02040161068820634, 0.6044889822584595, 0.2770254488696243, 0.8623349164397316, 0.28346114926407917, 0.6867557202819089, 0.6742196324473969]"
457,Node_457,"[0.22149354885964, 0.03479919986835012, 0.4092495737853973, 0.2891931519658697, 0.8089777496137086, 0.8003641884553453, 0.4570239521926255, 0.6065122253232189]"
458,Node_458,"[0.6042595159869252, 0.8271581484276234, 0.4250024141231975, 0.2754466797905091, 0.26503491814054747, 0.5361922792822041, 0.44914820273221256, 0.4401207709849362]"
459,Node_459,"[0.09113733908970723, 0.7186037406901956, 0.2137366879819107, 0.19695363020872136, 0.41275832027739345, 0.22777834161780142, 0.5838582673080154, 0.3714633393344715]"
460,Node_460,"[0.4489117225927901, 0.5371693216040289, 0.20353552248180484, 0.1557516228655298, 0.8804219028736048, 0.43372370283142103, 0.41209360963253916, 0.03561215027284148]"
461,Node_461,"[0.4979763025873932, 0.5541697216110001, 0.5588408709546665, 0.7070311693228843, 0.17748183499101178, 0.2522231342306188, 0.8107304652304127, 0.947170616843394]"
462,Node_462,"[0.13593274736732064, 0.4976495545052182, 0.21417625273958685, 0.06007316835498244, 0.3255033381261354, 0.14368762518421274, 0.7099330734342463, 0.5337254136714444]"
463,Node_463,"[0.14383447099031088, 0.009241588405514367, 0.8081570490242127, 0.17619440616424753, 0.606216642220766, 0.33692191307674557, 0.5854859383150356, 0.315653626982324]"
464,Node_464,"[0.08693956069225417, 0.2229500085577536, 0.1880585664790756, 0.42801935243964384, 0.6582837834261573, 0.26380607494635755, 0.012069935300617951, 0.5189373642647569]"
465,Node_465,"[0.6057594893589721, 0.9628704940018097, 0.5894708030932468, 0.47117255937814184, 0.5734016258977038, 0.927900629862027, 0.8283781456016462, 0.322978733363808]"
466,Node_466,"[0.23725436365713726, 0.26263361236607363, 0.504421039715213, 0.7440494512285778, 0.5032192071829621, 0.06779639582811259, 0.7235807004399809, 0.8059701286709539]"
467,Node_467,"[0.28949786511971964, 0.6641257392833504, 0.4265919010543934, 0.8891193557274428, 0.8452255581607399, 0.5254319983096423, 0.6915055458135945, 0.883349701022104]"
